Unnamed: 0,artist_song,song_x,artist_x,genre,lyric,like,year_x,artist_y,song_y,key,camelot,bpm,duration,popularity,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,year_y,target
36,"BOYNEXTDOOR EARTH, Wind&Fire","Earth, Wind & Fire",BOYNEXTDOOR,댄스,"Earth, Wind & Fire Earth, Wind & Fire 왜 넌 갈팡질팡 날 헛갈려 해 이것저것 재지 말고 say yes  다 참아 주는데 이번은 못 넘어가 걔 수작 부리는 거야 You’re my darling right? 날 애태우는 건지 한 줌 재로 만들어 한 숨에 날 우주까지 날려 넌 I feel so mad  Baby baby Ready or not Baby baby Make me feel so good You ain't just a girlfriend 그걸론 부족해 you  You’re my Earth, Wind & Fire Earth, Wind & Fire 왜 넌 갈팡질팡 날 헛갈려 해 이것저것 재지 말고 say yes  Baby boo my sweetie darling, think I love you more Baby boo my sweetie darling, think I love you more Baby boo my sweetie darling, think I love you Baby boo my sweetie darling, think I love you Don’t know what you know  Talk에서 보이는 예의 Manners maketh man 몸에 배어 있는 에티켓 내 이름에 적어 석자 젠틀맨 Yeah yeah yeah yes I’m cheesy greasy freezy breezy Baby boo my sweetie darling, think I love you more 하늘 높은 줄 모르고 살던 내게 이런 일이 I think I love you more than 내 자존심 그딴 게 뭔지 넌 내 불꽃이자 별 때론 바람이자 꽃 땅 불 바람 그보다 I need you more  Baby baby Ready or not Baby baby Make me feel so lit You ain't just a girlfriend 그걸론 부족해 you  You’re my Earth, Wind & Fire Earth, Wind & Fire 왜 넌 갈팡질팡 날 헛갈려 해 이것저것 재지 말고 say yes  Baby 잠깐 stop 내게 lady 너뿐야 So hear me 매일 매일 널 숨도 못 쉬고 불러 you  You’re my Earth, Wind & Fire Earth, Wind & Fire 왜 넌 갈팡질팡 날 헛갈려 해 이것저것 재지 말고 say yes  Baby boo my sweetie darling, think I love you more Baby boo my sweetie darling, think I love you more Baby boo my sweetie darling, think I love you Baby boo my sweetie darling, think I love you Don’t know what you know","95,844",2024,BOYNEXTDOOR,"Earth, Wind & Fire",B Minor,10A,153,2:59,72,89,66.0,62,2.0,0.0,6.0,9.0,-3 dB,2024.0,0
37,BOYNEXTDOOR Nice Guy,Nice Guy,BOYNEXTDOOR,댄스,"Don't be such a wuss Seoul is mine tonight Let's rizz up all night 서론이 길었나 “Want to kiss you right now” I’ll get you all night  나를 소개할게 nice guy, fresh guy of the night 모두가 네게 말해 better watch out girl 간지러운 나의 목소리 허수아비도 make wavy 타고난 끼가 운명인가 봐  Look at my eyes Look at my line, my girl You like it right? Oh no no no Look at my eyes Look at my line, my girl You like me right? No no no  They say “I can’t take my eyes off you” 미치겠지 시크한 말투 너만의 사람은 어렵구 빨리 말해줘 yes or no no no no 친구들이 파티에 얼굴만 비춰달라네 Sorry 이제 뭐 딱히 재미가 없어서  Nice guy, fresh guy 맞지 right? 안 넘어오고는 못 배긴다니까 섹시한 나의 눈빛에 넘어와 my shawty Oh baby baby I'm busy tonight  Look at my eyes Look at my line, my girl You like it right? Oh no no no Look at my eyes Look at my line, my girl You like me right? No no no  망설이지 말고 냉큼 말해봐 You’ll say it “I love you” Baby baby please Please don’t go away 할거지? I want it too  Look at my eyes (Eyes) Look at my line, my girl (Line, my girl) You like it right? (Come on baby) Oh no no no (No no no) Look at my eyes (Don’t we look lovely? You know it) Look at my line, my girl You like me right? No no no  Now I’m feelin’ like Oh ah Hey my girlfriend 뜸 들이지 마요 Ayy baby Oh ah Hey my girlfriend Come on over You know that what I‘m saying Good night baby","95,844",2024,BOYNEXTDOOR,Nice Guy,G Major,9B,116,2:45,69,84,84.0,68,28.0,0.0,39.0,12.0,-4 dB,2024.0,0
38,TWS 내가 S면 넌 나의 N이 되어줘,내가 S면 넌 나의 N이 되어줘,TWS (투어스),댄스,"내가 S면 넌 나의 N이 되어줘 어떤 순간에도 너를 찾을 수 있게 반대가 끌리는 천만번째 이유를 내일의 우리는 알지도 몰라  오늘따라 왠지 말이 꼬여 성을 빼고 부르는 건 아직 어색해 (지훈아..!) 너와 나 우리 모여보니까 같은 색 더듬이가 자라나  창문 너머의 춤을 따라 추고 싶어 좋아하는 걸 함께 좋아하고 싶어 왼쪽으로 Slide 한번 Poppin' 몸이 붕 뜨는 이 기분 Whoo!  ‘우리’라는 말에 자석이 있는 걸까 내 맘이 자꾸 너에게 가려고 해  내가 S면 넌 나의 N이 되어줘 어떤 순간에도 너를 찾을 수 있게 반대가 끌리는 천만번째 이유를 내일의 우리는 알지도 몰라  느낌이 와 Right now 10m 위에 너 있나? 날 당겨 (Whoa- Whoa-) 눈인사로 Say Hello 나도 모르게 너의 앞에서 손을 내밀어버린 거야  둥그렇게 앉아서 서로를 바라볼 때 눈에 비친 우리의 모습을 좋아해 N과 S 우리는 캐스터네츠 하나가 되는 이 기분 Whoo!  ‘우리’라는 말에 자석이 있는 걸까 내 맘이 자꾸 너에게 가려고 해  내가 S면 넌 나의 N이 되어줘 어떤 순간에도 너를 찾을 수 있게 반대가 끌리는 천만번째 이유를 내일의 우리는 알지도 몰라  너와 나 표현이 서툴러 티격태격하고 토라지는 날이 온다해도 좋아 맞아, 우린 언제나 서로의 곁에 있잖아 지금 이 순간도  내가 S면 넌 나의 N이 되어줘 이 말 한마디가 너무 어려웠지만 너의 이름조차 내겐 특별하니까 오직 너에게만 말할게 널 마주 보고서  반대 반대 반대 반대 반대 반대가 끌린 이유는 어떤 순간에도 우린 하나이니까 그거면 충분해 난 있잖아 오늘부터 내가 S면 넌 나의 N이 되어줘","37,390",2024,ZZang KARAOKE,"If I'm S, Can You Be My N_ (내가 S면 넌 나의 N이 되어줘) (By TWS(투어스)) (Instrumental Karaoke Version)",D Major,10B,118,2:54,3,78,62.0,55,3.0,88.0,7.0,4.0,-8 dB,2024.0,0
39,이찬원 하늘 여행,하늘 여행,이찬원,성인가요/트로트,내 손을 잡아주세요 우리 함께 이 길을 걸어요 이 세상 떠나는 날까지 우리 함께 이 길을 걸어요  수없이 맞이했던 이별의 순간들 하고 또 해도 아픈 것이 이별인 것을 내 이별의 그 순간도 두렵겠지만 당신을 위해 살아가겠소  꽃이 피고 꽃이 지고 눈 내리고 눈이 녹고 행복한 세월이 아니었나 지나온 그 세월을 돌이켜보면 즐거운 인생 아니었나 따스한 바람이 우릴 맞이하는 날 함께 하늘 여행 떠나요  인생의 황혼길을 함께 하면서 인생의 마지막을 함께 하면서 지나온 그 세월을 뒤돌아보니 참으로 행복했었다네  해가 뜨고 해가 지고 비가 오고 비 개이고 행복한 세월이 아니었나 함께한 그 세월을 떠올려보면 황홀한 인생 아니었나 저 멀리 하늘이 우릴 함께 부를 때 우리 하늘 여행 떠나요,"29,630",2024,Lee Chanwon,하늘 여행,E♭ Major,5B,72,3:53,29,54,47.0,30,34.0,0.0,17.0,3.0,-4 dB,2024.0,0
40,G-Dragon HOME SWEET HOME,"HOME SWEET HOME (feat. 태양, 대성)",G-DRAGON,랩/힙합,"You say, It’s changed Show must go on, Behave 오랜만에 옛 노래해 I’m feelin’ like I never left (That’s right) I never left  But you ain’t know, O.K then lights camera, Act like you know Don’t play on me no we’re Air B&B, You’re ‘Home-less’ 혼비백산-해진-미-장센 (mise-en-scène) 도레미파시도 (Now you know it)  두껍아 두껍아 Came with the troops 뜯고 맛보고 즐기고 big bang when I shoot ‘King’ in the Zoo, He gotta do what I do 1 of 1, not of them (mirror) Man in the ‘Views’ Aimin’ at you?! Yea, I’m aiming at a man & Amen achoo Bless you all ‘Cleaned house’ Foo  Golden days are still alive 외롭다는 말하지 마 내가 있는 곳, 네가 있을 곳  The place that I belong  HOME SWEET HOME HOME SICK HOME Well I said, I would be back And I’d never let you go Pick a petal off a flower Daze you love me Nope? Well I said, I would be back And I’d never let you go Pick a petal off a flower Do you love me or (STOP!)  Winner winner chicken killer, 삼계탕 dinner 하나 둘 set down (1, 2 step) ‘Fantastic’한 팀워크 Not mini, 많이. ‘More’ Rock, scissors, paper. ‘Toast’ This is how we do it just do it let’s do it y’all  Work- work- 월화수목금토- 일 They gon’ wait til’ I’m gone So I came, I saw, I won ‘G just D’ Word is my bond  나 무대로 올라, Coup d’e shh 단숨에 호흡곤란, Hook catch this 아 ‘무제’ 도 몰라? Bull as shh Whatever?! ‘Now or Never’  Golden days are still alive 외롭다는 말하지 마 네가 있을 곳에 내가 있는 걸  The place that I belong  HOME SWEET HOME HOME SICK HOME Well I said, I would be back And I’d never let you go Pick a petal off a flower Daze you love me Nope? Well I said, I would be back And I’d never let you go Pick a petal off a flower Do you love me or (STOP!)  We alike dead or alive, Your life? Still-life It’s so nice, I missed u a lot, You’re welcome Back home, Wherever you are We alike dead or alive, Your life is still with me Livin’ good-life, Day or Nights, The high-light, It’s about time to ‘ROCK-ON’  HOME SWEET HOME HOME SICK HOME Well I said, I would be back And I’d never let you go Pick a petal off a flower Daze you love me Nope? Well I said, I would be back And I’d never let you go Pick a petal off a flower Do you love me or (STOP!)","188,940",2024,"G-DRAGON, TAEYANG, DAESUNG",HOME SWEET HOME (feat. TAEYANG & DAESUNG),B♭ Minor,3A,150,3:31,72,75,63.0,41,0.0,0.0,10.0,7.0,-4 dB,2024.0,0
41,윤하 태양물고기,태양물고기,윤하 (YOUNHA),록/메탈,매일이 좋을 순 없어도 가끔은 기대해 실망에 빠져 버리지 난 아직도 자라는 중일까 멈춘 것보다야 훨씬 기뻐할 일이지만  아무리 마음을 먹어봐도 왠지 어디서 잘못된 건지 막막하기만 해 어쩌면 보여진 내 모습이 전부는 아닐까 두려워 수면에 오를 때  별일 아닐 거라 했지? 반짝여 세상을 비춰 어기지 않은 약속 태양이 건네줬던 힘  어떤 누구의 얘기도 기꺼이 미소 짓도록 단단한 내가 되기를 하늘 담은 바다처럼  어쩜 이다지도 다를까 생각지도 못한 생각에 부딪혀 고민해 날카로운 마음의 의미 누군가 방치한 아이의 몸부림이라도  모든 걸 해결할 수는 없어 다만 오해와 미움의 고향 그곳은 어딜까 가만히 두드린 어깨 위로 차분히 피어난 안도의 숨이 느껴질 땐  별일 아닐 거라 했지? 반짝여 세상을 비춰 어기지 않은 약속 태양이 건네줬던 힘  어떤 비뚤어진 맘은 별빛을 받아온 너의 온기가 필요하니까 하늘 담은 바다처럼  당연하게 존재하는 건 어쩌면 기적일지도 모르지 바다의 태양 되어 빛을 낼 거야  별일 아닐 거라 했지? 반짝여 세상을 비춰 어기지 않은 약속 태양이 건네줬던 힘  어떤 비뚤어진 맘은 별빛을 받아온 너의 온기가 필요하니까 네가 필요해  별일 아닐 거라 했지? 반짝여 세상을 비춰 어기지 않은 약속 태양이 건네줬던 힘  어떤 누구의 얘기도 기꺼이 미소 짓도록 단단한 내가 되기를 하늘 담은 바다처럼,"121,913",2024,Younha,Sunﬁsh,A Major,11B,94,3:39,39,68,58.0,68,6.0,0.0,9.0,3.0,-7 dB,2024.0,0
42,MEOVV TOXIC,BODY,MEOVV (미야오),랩/힙합,"Tell ‘em bring it on 눈 마주치면 be gone 머릿칼 shiny long 내 정신은 laser strong 갑옷은 탄탄 원하면 다 bring it on  NOW MEOVV BODY YOU  I BODY BODY WHO, BODY BODY, YEAH I BODY BODY WHO, BODY BODY, YEAH I BODY BODY U BODY, YEAH I BODY BODY U BODY, YEAH I BODY BODY  Supernatural, 사뿐하게 catwalk, let the ground break CPR처럼 hit ‘em in they chest just like the soundwave Add it how you want, 4 4, 뭘 물어봐, yeah, I ate Tag, it girls, MEOVV, babe  Tell ‘em bring it on 눈 마주치면 be gone 머릿칼 shiny long 내 정신은 laser strong 갑옷은 탄탄 원하면 다 bring it on  NOW MEOVV BODY YOU  I BODY BODY WHO, BODY BODY, YEAH I BODY BODY WHO, BODY BODY, YEAH I BODY BODY U BODY, YEAH I BODY BODY U BODY, YEAH I BODY BODY  Fly chicks chillin’ on my side Eenie miney moe, always get what I like  손 머리 위로 up, 다 내 거니까 It’s a stick up 눈감고 open your eyes, yuh, uh uh uh  파란색 big picture, uh uh uh 그 속엔 all of my sisters, uh uh uh  Servin’ it up like some dinner, thinkin’ you big You don’t know that we bigger  I BODY BODY WHO, BODY BODY, YEAH I BODY BODY WHO, BODY BODY, YEAH I BODY BODY U BODY, YEAH I BODY BODY U  All of you  MEOVV  All of you","9,130",2024,MEOVV,TOXIC,C Major,8B,115,3:10,68,55,83.0,10,10.0,0.0,19.0,6.0,-7 dB,2024.0,0
43,최유리 오랜만이야,오랜만이야,최유리,발라드,오랜만이야 나는 그동안에 사랑을 배웠고 또 해보며 살아왔어 그런데 얼마 난 가지도 못하고 애써 웃었지 다 소용없었어  오랜만이야 너는 그동안에 풀어진 얼굴을 하고 편히 웃고 있으니 마음이 편한 듯 한 켠의 아픔은 도대체 뭔지 누가 말해줄래  난 내가 어떤지 바라보다가도 모르겠어 날 알려준대도 믿을 자신이 없어 그러니 그다음은 나의 젊은 머리 자라남 끝에 다가올 미래 그거라도 믿지  날 사랑해도 돼? 너도 그래줬음 해 내려놓은 나의 모습 모든 순간을 사랑해 줄래 다시 한번 물을게 날 사랑해도 돼? 그럼 난 그때 다시 한번 네게 오랜만이야  난 내가 어떤지 바라보다가도 모르겠어 날 알려준대도 믿을 자신이 없어 그러니 그다음은 나의 젊은 머리 자라남 끝에 다가올 미래 그거라도 믿지  날 사랑해도 돼? 너도 그래줬음 해 내려놓은 나의 모습 모든 순간을 사랑해 줄래 다시 한번 물을게 날 사랑해도 돼? 그럼 난 그때 다시 한번 네게  사실 그래 그런 마음이 내게 있다면 왠지 나도 모르게 다시 한번 네게 오랜만이야,"45,384",2024,Choi Yu Ree,It's been a while,D Major,10B,107,4:54,30,29,47.0,20,95.0,0.0,10.0,3.0,-9 dB,2024.0,0
44,도영 반딧불,반딧불 (Little Light),도영 (DOYOUNG),록/메탈,"있잖아, 나를 비추는 환한 불빛은 왜 이리 나를 지워낼까? 바람에 흔들리는 내 등불이 너머에 닿을 수 있을까? 볕이 어스름해지면 피워 낼 수 있을 텐데 이런 나라도 누군가 찾아온다면 그래 조금 더  조용하게 더 아스라이 네 눈에 담아 줄 불이라면 옅은 깜빡임에  이 빛을 내 숨을 다 쏟아내면 내 작은 달이 저 별을 꼭 닮아있기를 찰나엔 흐려도 괜찮을 거야 지나치는 혜성마저 내겐 눈부시니까 별이 없는 까망 위에 반딧불처럼  우린 둘일 때 더욱 빛나고 모두면 눈이 부실 텐데 나만이 낼 수 있는 것만으론 기억을 쓰진 못할까? 애석하게 난 밤을 걷는 저 맘들을 꿈 위에 누워 하늘을 날게 하고 싶어 그래 조금만 더  간절하게 저 태양처럼 두 눈 감아도 느껴지는 온기에  이 빛을 내 숨을 다 쏟아내면 내 작은 달이 저 별을 꼭 닮아있기를 찰나엔 흐려도 괜찮을 거야 멀어지는 우주마저 내겐 눈부시니까  더 더 내게 조금 더 바래줘 더 밝혀달라고 희미하게 선을 긋는 반딧불처럼 잔상이란 삶에 남는 내가 되게 해줘 쏟아지는 유성 빛처럼 찬란하게 부서진 날처럼  네 맘에 불이 켜지면 매일 하루가 그날과 닮아있기를 너의 숨도 소리도 빛을 내니까 어둠 속에 길을 밝혀 결국 찾아낼 거야 홀로 빛을 내는 저 반딧불처럼","50,240",2024,DOYOUNG,Little Light,B♭ Major,6B,92,3:45,61,74,53.0,42,23.0,0.0,16.0,5.0,-4 dB,2024.0,0
45,적재 그리워,그리워,적재,포크/블루스,너와 같이 밥을 먹는 거 너와 밤을 같이 걷는 거 네가 좋아하는 드라마를 보며 함께 웃는 거 오늘 하루 뭐 했는지 묻는 거 보고 싶다 말하는 거 당연했던 그날들이 참 그리워  우리 마주 보고 앉아서 우리 눈을 맞추고서 시시콜콜한 내 하루 얘기 가만히 들어주는 너 오늘 기분 어땠는지 묻고선 힘들었겠다 안아주면서 토닥여주던 네 손길이 참 그리워  나 그리워하네 널 그리워하네 난 그리워하네 그때의 날 그리워하네  그저 잠시 떠오르는 것뿐야 내일이면 더 쉬워질 거야 그렇게 또 나를 속이며 난 오늘을 살아가 너 없는 난 오늘도 그리워하네  그리워하네 그리워하네 그리워하네 그때의 날 그리워하네,"47,287",2024,Jukjae,Monologue,E Major,12B,120,4:10,33,62,54.0,21,62.0,57.0,10.0,3.0,-8 dB,2024.0,0
46,PLAVE Watch Me Woo!,Watch Me Woo!,PLAVE,록/메탈,"I got stuck in roulette 돌아가는 문제 속 헤매고 있어  We wanna touch the moon 도달할 수 없다는 건 참 어리석었지  Watch Me Woo! Watch Me Woo! You know I know Ah  Watch Me Woo! Watch Me Woo! You know I know Ah  세상은 다 거짓말 가면에 숨긴 Red eyes All I can say is, Freedom  Vida Preciosa Livin’ La Vida Loca 의미 없단 건 결국 없다고 Yeah  너도 알고 있잖아 그 속 안에 진실과 마주치는 순간 You'll be alright  Watch Me Woo! Watch Me Woo! You know I know Ah  Watch Me Woo! Watch Me Woo! You know I know Ah  Gold's getting bigger Gold on my neck Shining 24/7, They call me mad  Gold's getting bigger Gold on my neck Shining 24/7, They call me mad  1 hunnit, 白이던 100이건 상관없이 I get it all 원하면 다 이뤄나가 Why so serious? God damn, 시간은 금 흘린 땀방울 뒤엔 우린 고급 지게 놀아 Play, 부  Watch Me Woo! Watch Me Woo! You know I know Ah  Watch Me Woo! Watch Me Woo! You know I know Ah","86,374",2024,PLAVE,Watch Me Woo!,E Minor,9A,105,2:16,59,80,63.0,78,2.0,0.0,7.0,20.0,-3 dB,2024.0,0
47,경서 시작,시작,경서,록/메탈,난 네게 말하고 싶어  오직 너만을 생각한 밤이 있었어 내가 정말 왜 이러는 건지 아무래도 네가 너무 좋아진 게 아닐까 이게 바로 사랑인가 봐  처음 본 순간 나는 느꼈어 내가 기다리던 사람이 바로 너란 걸  난 네게 말하고 싶어 너를 사랑하고 있다고 모든 것을 네게 주고 싶다고 어떡해야 내 마음을 알겠니 네가 나의 전부라는 걸  나의 마음을 너에게 보여주기가 이렇게도 어려운 줄 몰랐어 너를 위한 생각에 그렇게 많은 날들이 힘들게만 느껴진 거야  처음 본 순간 나는 느꼈어 내가 기다리던 사람이 바로 너란 걸  난 네게 말하고 싶어 너를 사랑하고 있다고 모든 것을 네게 주고 싶다고 어떡해야 내 마음을 알겠니 네가 나의 전부라는 걸  이젠 혼자라고 생각하지 마 너를 사랑하는 내가 있잖아  네게 말하고 싶어 너를 사랑하고 있다고 모든 것을 네게 주고 싶다고 어떡해야 내 마음을 알겠니 네가 나의 전부라는 걸  어떡해야 내 마음을 알겠니 네가 나의 전부라는 걸 네가 나의 모든 거야,"21,480",2024,KyoungSeo,The Beginning Of Love,F Major,7B,155,3:36,36,69,37.0,38,19.0,0.0,9.0,4.0,-3 dB,2024.0,0
48,KISS OF LIFE Get Loud,Get Loud,KISS OF LIFE,댄스,"That’s it Now the place is on fire This is the end I’d want myself and I can be my muse  Ain’t I dreaming? 제멋대로 가는 손짓 Don’t feel guilty 매 순간이 새로운 걸 Like Havana  Ohhhh Feel the rhythm go cha cha Get ready to turn it on Move me like my favorite song like  Superwoman I wanna feel Right, 그려봐 다음 Stage 느낌을 따라 난 움직여 Oh 현실과는 다른 Space yeah  Ohhhh Feel the rhythm go cha cha Get ready to turn it on Is it real? Is it real? Babe  이건 마치 깨지 않는 꿈 Cause I get it if I want it, woo 현실과 꿈 사이 I don’t wanna wake up now Blow, 날려 Confetti, oh  Get loud 커져가는 Bass, I’m down Baby come and give it to me Red top 위로 느껴지는 My vibe Baby come and give it to me 멈출 생각은 없지 I love how we’re dancing like this Roar of the crowd, 느껴봐 넌 이미 So lose yourself  Yeah oh I’ll be right there Let me show you how we move 어디든 무대 I can bring it, call it dreaming Now you’ll fidget in a minute Shake the room, feel the vibe Cause I like that  I’ll inspire ya 숨 쉬는 Illusion 넌 순간 빠져 To a new sensation  이건 마치 깨지 않는 꿈 Cause I get it if I want it, woo 현실과 꿈 사이 I don’t wanna wake up now Blow, 날려 Confetti, oh  Get loud 커져가는 Bass, I’m down Baby come and give it to me Red top 위로 느껴지는 My vibe Baby come and give it to me 멈출 생각은 없지 I love how we’re dancing like this Roar of the crowd, 느껴봐 넌 이미 So lose yourself  Dancing around in my tight dress I’ll be doing me in the crowd, looking priceless 미친 듯 춤춰봐 Like that If you feel the same, gotta get here ASAP  Other boys said I’m a little salty 절대 관심 없어 금방 질리고 말 Plastic Gotta level up Gotta get naughty Baby when I groove 날려줘 Confetti, yeah  Get loud 커져가는 Bass, I’m down Baby come and give it to me Red top 위로 느껴지는 My vibe Baby come and give it to me 멈출 생각은 없지 I love how we’re dancing like this Roar of the crowd, 느껴봐 넌 이미 So lose yourself","36,583",2024,KISS OF LIFE,Get Loud,C# Major,3B,110,2:50,62,83,85.0,88,8.0,0.0,6.0,10.0,-5 dB,2024.0,0
49,KISS OF LIFE Igloo,Igloo,KISS OF LIFE,랩/힙합,"Imma back up every word Mini skirt, pretty pink What you heard But it’s never what you think Trust  I got finger-licking venom Little sweet, a little bitter Looking like a seven figure on me cause I  Mmmm I can melt an igloo Yeah cause I’m so dang hot I got everything you - that you’re feening for  Throwing some cash on that body Throw in some cash, make ’em put in that work Whether it rains or it’s sunny Best believe I keep ‘em running back  Glass room, perfume, Kodak on that lilac Slipping on my short dress, know he like that  Facetime on the regular In the night, wanna say what’s up He knows this ain’t regular, got that A1 on the schedule  I got finger-licking venom Little sweet, a little bitter Looking like a seven figure on me cause I  Mmmm I can melt an igloo Yeah cause I’m so dang hot I got everything you - that you’re feening for  Heart attack -IV When I walk the street Vitamins that D I’m good, I’m healthy  Every summer I come out Make ‘em disappear like clouds To me, it’s another year to you, it’s all you worry ‘bout Yeah white tippy toe summer I make him go dumb duh He doubled down on that text, says that I’m the only one  Mmmm I make him lose his cool Yeah I make him go  Mmmm I can melt an igloo Yeah cause I’m so dang hot I got everything you - that you’re feening for","36,583",2024,KISS OF LIFE,Igloo,B Minor,10A,140,2:12,82,61,92.0,87,17.0,0.0,9.0,22.0,-4 dB,2024.0,0
50,비오 밤새,밤새,BE'O (비오),랩/힙합,밤새 너를 떠올리다 날 새 지독하게 떠오르네 이 밤에도 떠올랐네  살래 너 없이도 제발 살게 얼마나 더 나와야 갈래 이 밤에 나의 꿈에  넓은 소파를 괜히 샀어 바꿔야지 하며 아까워해 너와 앉아 얘기했던 추억들도 버리는 것 같아서 너를 지우고 싶은 건 맞아도  매일 봤던 넷플릭스도 끼니때마다 망설이지 않고 틀던 무도 모음도 도통 볼 엄두가 안 나 아직도 So 악몽  가져가 줄래 이 밤 가져가 줄래 네 향 가져가 줄래 네 마음 이제 미치겠어 가져가 줄래 이 밤 가져가 줄래 네 향 가져가 줄래 네 마음 이제 미치겠어  I still love I still love I still love you Once more  But I can't love I can't love I can't love anymore  기분이 썩 좋지는 않지만 널 잊어보려 해야지 뭐 살아질까 모르지만  밤새 너를 떠올리다 날 새 지독하게 떠오르네 이 밤에도 떠올랐네  살래 너 없이도 제발 살게 얼마나 더 나와야 갈래 이 밤에 나의 꿈에  나의 꿈에 나의 꿈에 나의 꿈에 나와 쉬던 너의 작은 숨에  바람을 기억해 꿈이 깨도 베개에 코를 박고 맡아보던 너의 그 오르페옹 향처럼 넌 진하게 남아돌잖아 또  우리 함께 찍은 인생네컷도 이름 모를 할아버지의 버스킹도 어딜 가든 너랑 함께한 추억만 되새기네 so 악몽  가져가 줄래 이 밤 가져가 줄래 네 향 가져가 줄래 네 마음 이제 미치겠어 가져가 줄래 이 밤 가져가 줄래 네 향 가져가 줄래 네 마음 이제 미치겠어  I still love I still love I still love you Once more  But I can't love I can't love I can't love anymore  기분이 썩 좋지는 않지만 널 잊어보려 해야지 뭐 살아질까 모르지만  날 떠나지 말아요 평범했던 밤이 캄캄해졌어요 나에게 돌아와 줄래요 내가 없는 이 밤 그댄 어떤가요  밤새 너를 떠올리다 날 새 지독하게 떠오르네 이 밤에도 떠올랐네  살래 너 없이도 제발 살게 얼마나 더 나와야 갈래 이 밤에 나의 꿈에,"60,226",2024,BE'O,밤새,A♭ Major,4B,204,3:20,36,80,43.0,88,37.0,0.0,10.0,17.0,-4 dB,2024.0,0
51,비오 Criminal,Criminal (Feat. MC몽),BE'O (비오),랩/힙합,"차비도 없던 놈 너무 많이 가졌나 너의 꿈에 내 자리는 없었나 You want a Star So you keep me in the dark?  넌 내가 어떤 새끼건 그냥 너의 맘엔 뭣 같은 놈 고된 내 모습 보니 넌 이제 만족해? F*** you all  뭘 알아 나에 대해 그저 날 처음 마음처럼 (Let’s go) Oh oh oh  I may be wrong Someone said I'm a Criminal Will I disappear? Do you hate me that much?  난 외로워 뭘 원했었나 Oh oh 처음 마음처럼  You are my water 아무리 가도 거긴 멀어 처음 마음처럼 처음 마음처럼  Yeah I'm not a villain Oh yeah I'm not a God 이젠 입 다물기도 지쳤어 내 목소리는 뭐였나  왜 거기서 처맞고 혼자 비련한 척 이제는 가련한 주인공은 지겹다는 거  다 죽어가던 새끼는 바로 너였다는 거 쏟아지는 소나기에 목이 마른 넌 어린아이  I may be wrong Someone said I'm a Criminal Will I disappear? Do you hate me that much?  난 외로워 뭘 원했었나 Oh oh 처음 마음처럼  You are my water 넌 어린아이 아무리 가도 거긴 멀어 넌 어린아이 처음 마음처럼 처음 마음처럼  아 나 때는 너였다면 어땠을까 I always pray, don't leave all 멀어져가네 점점 멀어져가네 점점 (Oh oh oh)  I may be wrong Someone said I'm a Criminal Will I disappear? Do you hate me that much?  난 외로워 뭘 원했었나 Oh oh 처음 마음처럼  Tik Tak Tok 시간을 돌려줘 Please don't go 세상아 멈춰줘 Tik Tak Tok 시간을 돌려줘 Oh oh oh Don't forget I am still here","60,226",2024,"BE'O, MC MONG",Criminal,C Major,8B,128,3:05,35,74,67.0,72,2.0,0.0,18.0,3.0,-5 dB,2024.0,0
